A0A0F9HFW2	3dcoffee	lddt	0.745845
A0A0F9HFW2	3dcoffee	lddt_columns	190/209
A0A0F9HFW2	3dcoffee	time	308.14
A0A0F9HFW2	caretta	lddt	0.881895
A0A0F9HFW2	caretta	lddt_columns	165/177
A0A0F9HFW2	caretta	time	70.57
A0A0F9HFW2	clustalo	lddt	0.854557
A0A0F9HFW2	clustalo	lddt_columns	168/182
A0A0F9HFW2	clustalo	time	0.11
A0A0F9HFW2	famsa	lddt	0.860703
A0A0F9HFW2	famsa	lddt_columns	168/181
A0A0F9HFW2	famsa	time	0.07
A0A0F9HFW2	foldmason	lddt	0.882026
A0A0F9HFW2	foldmason	lddt_columns	164/177
A0A0F9HFW2	foldmason	time	0.27
A0A0F9HFW2	foldmason_refine100	lddt	0.883682
A0A0F9HFW2	foldmason_refine100	lddt_columns	164/177
A0A0F9HFW2	foldmason_refine100	time	2.53
A0A0F9HFW2	mafft	lddt	0.855505
A0A0F9HFW2	mafft	lddt_columns	168/179
A0A0F9HFW2	mafft	time	0.50
A0A0F9HFW2	matt	lddt	0.838203
A0A0F9HFW2	matt	lddt_columns	171/210
A0A0F9HFW2	matt	time	1466.36
A0A0F9HFW2	mtmalign	lddt	0.833183
A0A0F9HFW2	mtmalign	lddt_columns	174/208
A0A0F9HFW2	mtmalign	time	26.88
A0A0F9HFW2	muscle	lddt	0.825488
A0A0F9HFW2	muscle	lddt_columns	170/191
A0A0F9HFW2	muscle	time	1.56
A0A0F9HFW2	mustang	lddt	0.849634
A0A0F9HFW2	mustang	lddt_columns	169/199
A0A0F9HFW2	mustang	time	116.11
A0A0F9HFW2	usalign	lddt	0.867646
A0A0F9HFW2	usalign	lddt_columns	167/191
A0A0F9HFW2	usalign	time	8.57
A0A0G0MVR5	3dcoffee	lddt	0.684683
A0A0G0MVR5	3dcoffee	lddt_columns	171/215
A0A0G0MVR5	3dcoffee	time	308.47
A0A0G0MVR5	caretta	lddt	0.638510
A0A0G0MVR5	caretta	lddt_columns	176/187
A0A0G0MVR5	caretta	time	72.30
A0A0G0MVR5	clustalo	lddt	0.600941
A0A0G0MVR5	clustalo	lddt_columns	191/213
A0A0G0MVR5	clustalo	time	0.11
A0A0G0MVR5	famsa	lddt	0.661706
A0A0G0MVR5	famsa	lddt_columns	170/201
A0A0G0MVR5	famsa	time	0.09
A0A0G0MVR5	foldmason	lddt	0.654682
A0A0G0MVR5	foldmason	lddt_columns	176/202
A0A0G0MVR5	foldmason	time	0.25
A0A0G0MVR5	foldmason_refine100	lddt	0.660645
A0A0G0MVR5	foldmason_refine100	lddt_columns	174/198
A0A0G0MVR5	foldmason_refine100	time	3.10
A0A0G0MVR5	mafft	lddt	0.581920
A0A0G0MVR5	mafft	lddt_columns	197/244
A0A0G0MVR5	mafft	time	0.64
A0A0G0MVR5	matt	lddt	0.560074
A0A0G0MVR5	matt	lddt_columns	194/478
A0A0G0MVR5	matt	time	75.27
A0A0G0MVR5	mtmalign	lddt	0.633298
A0A0G0MVR5	mtmalign	lddt_columns	187/408
A0A0G0MVR5	mtmalign	time	15.30
A0A0G0MVR5	muscle	lddt	0.648838
A0A0G0MVR5	muscle	lddt_columns	170/225
A0A0G0MVR5	muscle	time	1.50
A0A0G0MVR5	mustang	lddt	0.661506
A0A0G0MVR5	mustang	lddt_columns	173/302
A0A0G0MVR5	mustang	time	31.23
A0A0G0MVR5	usalign	lddt	0.620214
A0A0G0MVR5	usalign	lddt_columns	195/310
A0A0G0MVR5	usalign	time	5.83
A0A0Q9LYH2	3dcoffee	lddt	0.760852
A0A0Q9LYH2	3dcoffee	lddt_columns	183/194
A0A0Q9LYH2	3dcoffee	time	309.84
A0A0Q9LYH2	caretta	lddt	0.753036
A0A0Q9LYH2	caretta	lddt_columns	184/189
A0A0Q9LYH2	caretta	time	71.75
A0A0Q9LYH2	clustalo	lddt	0.732332
A0A0Q9LYH2	clustalo	lddt_columns	186/199
A0A0Q9LYH2	clustalo	time	0.12
A0A0Q9LYH2	famsa	lddt	0.702453
A0A0Q9LYH2	famsa	lddt_columns	190/205
A0A0Q9LYH2	famsa	time	0.10
A0A0Q9LYH2	foldmason	lddt	0.744609
A0A0Q9LYH2	foldmason	lddt_columns	185/192
A0A0Q9LYH2	foldmason	time	0.24
A0A0Q9LYH2	foldmason_refine100	lddt	0.746490
A0A0Q9LYH2	foldmason_refine100	lddt_columns	185/190
A0A0Q9LYH2	foldmason_refine100	time	3.07
A0A0Q9LYH2	mafft	lddt	0.750606
A0A0Q9LYH2	mafft	lddt_columns	182/193
A0A0Q9LYH2	mafft	time	0.57
A0A0Q9LYH2	matt	lddt	0.718587
A0A0Q9LYH2	matt	lddt_columns	194/241
A0A0Q9LYH2	matt	time	1073.53
A0A0Q9LYH2	mtmalign	lddt	0.719296
