5_3_exonuclease	3dcoffee	cs	70.100000
5_3_exonuclease	3dcoffee	lddt	0.571244
5_3_exonuclease	3dcoffee	lddt_columns	238/292
5_3_exonuclease	3dcoffee	sp_fwd	70.100000
5_3_exonuclease	3dcoffee	sp_rev	68.900000
5_3_exonuclease	3dcoffee	tc	70.100000
5_3_exonuclease	caretta	cs	31.600000
5_3_exonuclease	caretta	sp_fwd	31.600000
5_3_exonuclease	caretta	sp_rev	34.700000
5_3_exonuclease	caretta	tc	31.600000
5_3_exonuclease	caretta	time	36.36
5_3_exonuclease	clustalo	cs	49.600000
5_3_exonuclease	clustalo	sp_fwd	49.600000
5_3_exonuclease	clustalo	sp_rev	49.400000
5_3_exonuclease	clustalo	tc	49.600000
5_3_exonuclease	clustalo	time	0.01
5_3_exonuclease	famsa	cs	42.700000
5_3_exonuclease	famsa	sp_fwd	42.700000
5_3_exonuclease	famsa	sp_rev	43.900000
5_3_exonuclease	famsa	tc	42.700000
5_3_exonuclease	famsa	time	0.01
5_3_exonuclease	foldmason	cs	0.000000
5_3_exonuclease	foldmason_fast	cs	0.000000
5_3_exonuclease	foldmason_fast	sp_fwd	52.600000
5_3_exonuclease	foldmason_fast	sp_rev	51.200000
5_3_exonuclease	foldmason_fast	tc	0.000000
5_3_exonuclease	foldmason_fast	time	0.37
5_3_exonuclease	foldmason_refine100	cs	0.000000
5_3_exonuclease	foldmason_refine100_rosc	cs	0.000000
5_3_exonuclease	foldmason_refine100_rosc	sp_fwd	69.700000
5_3_exonuclease	foldmason_refine100_rosc	sp_rev	67.400000
5_3_exonuclease	foldmason_refine100_rosc	tc	0.000000
5_3_exonuclease	foldmason_refine100_rosc	time	1.10
5_3_exonuclease	foldmason_refine100	sp_fwd	69.700000
5_3_exonuclease	foldmason_refine100	sp_rev	67.400000
5_3_exonuclease	foldmason_refine100	tc	0.000000
5_3_exonuclease	foldmason_refine100	time	1.14
5_3_exonuclease	foldmason	sp_fwd	69.700000
5_3_exonuclease	foldmason	sp_rev	67.400000
5_3_exonuclease	foldmason	tc	0.000000
5_3_exonuclease	foldmason	time	0.13
5_3_exonuclease	mafft_3di	cs	0.000000
5_3_exonuclease	mafft_3di	sp_fwd	41.900000
5_3_exonuclease	mafft_3di	sp_rev	41.000000
5_3_exonuclease	mafft_3di	tc	0.000000
5_3_exonuclease	mafft_3di	time	0.22
5_3_exonuclease	mafft	cs	41.900000
5_3_exonuclease	mafft	sp_fwd	41.900000
5_3_exonuclease	mafft	sp_rev	42.200000
5_3_exonuclease	mafft	tc	41.900000
5_3_exonuclease	mafft	time	0.19
5_3_exonuclease	matt	cs	65.800000
5_3_exonuclease	matt	sp_fwd	65.800000
5_3_exonuclease	matt	sp_rev	79.800000
5_3_exonuclease	matt	tc	65.800000
5_3_exonuclease	matt	time	0.85
5_3_exonuclease	mtmalign	cs	63.700000
5_3_exonuclease	mtmalign	sp_fwd	63.700000
5_3_exonuclease	mtmalign	sp_rev	71.000000
5_3_exonuclease	mtmalign	tc	63.700000
5_3_exonuclease	mtmalign	time	0.25
5_3_exonuclease	muscle	cs	47.900000
5_3_exonuclease	muscle	sp_fwd	47.900000
5_3_exonuclease	muscle	sp_rev	47.700000
5_3_exonuclease	muscle	tc	47.900000
5_3_exonuclease	muscle	time	0.02
5_3_exonuclease	mustang	cs	69.700000
5_3_exonuclease	mustang	sp_fwd	69.700000
5_3_exonuclease	mustang	sp_rev	0.000000
5_3_exonuclease	mustang	tc	69.700000
5_3_exonuclease	mustang	time	0.90
5_3_exonuclease	usalign	cs	63.700000
5_3_exonuclease	usalign	sp_fwd	63.700000
