A0A0F9HFW2	3dcoffee	lddt	0.678041
A0A0F9HFW2	3dcoffee	lddt_columns	190/209
A0A0F9HFW2	3dcoffee	time	308.14
A0A0F9HFW2	caretta	lddt	0.822106
A0A0F9HFW2	caretta	lddt_columns	165/177
A0A0F9HFW2	caretta	time	70.57
A0A0F9HFW2	clustalo	lddt	0.788821
A0A0F9HFW2	clustalo	lddt_columns	168/182
A0A0F9HFW2	clustalo	time	0.11
A0A0F9HFW2	famsa	lddt	0.798885
A0A0F9HFW2	famsa	lddt_columns	168/181
A0A0F9HFW2	famsa	time	0.07
A0A0F9HFW2	foldmason	lddt	0.818656
A0A0F9HFW2	foldmason	lddt_columns	164/177
A0A0F9HFW2	foldmason	time	0.17
A0A0F9HFW2	foldmason_refine100	lddt	0.819806
A0A0F9HFW2	foldmason_refine100	lddt_columns	165/177
A0A0F9HFW2	foldmason_refine100	time	2.42
A0A0F9HFW2	mafft	lddt	0.802932
A0A0F9HFW2	mafft	lddt_columns	168/179
A0A0F9HFW2	mafft	time	0.50
A0A0F9HFW2	matt	lddt	0.682536
A0A0F9HFW2	matt	lddt_columns	171/210
A0A0F9HFW2	matt	time	1466.36
A0A0F9HFW2	mtmalign	lddt	0.696990
A0A0F9HFW2	mtmalign	lddt_columns	174/208
A0A0F9HFW2	mtmalign	time	26.88
A0A0F9HFW2	muscle	lddt	0.734727
A0A0F9HFW2	muscle	lddt_columns	170/191
A0A0F9HFW2	muscle	time	1.56
A0A0F9HFW2	mustang	lddt	0.721549
A0A0F9HFW2	mustang	lddt_columns	169/199
A0A0F9HFW2	mustang	time	116.11
A0A0F9HFW2	usalign	lddt	0.758622
A0A0F9HFW2	usalign	lddt_columns	167/191
A0A0F9HFW2	usalign	time	8.57
A0A0G0MVR5	3dcoffee	lddt	0.544562
A0A0G0MVR5	3dcoffee	lddt_columns	171/215
A0A0G0MVR5	3dcoffee	time	308.47
A0A0G0MVR5	caretta	lddt	0.600951
A0A0G0MVR5	caretta	lddt_columns	176/187
A0A0G0MVR5	caretta	time	72.30
A0A0G0MVR5	clustalo	lddt	0.538872
A0A0G0MVR5	clustalo	lddt_columns	191/213
A0A0G0MVR5	clustalo	time	0.11
A0A0G0MVR5	famsa	lddt	0.559652
A0A0G0MVR5	famsa	lddt_columns	170/201
A0A0G0MVR5	famsa	time	0.09
A0A0G0MVR5	foldmason	lddt	0.597637
A0A0G0MVR5	foldmason	lddt_columns	172/192
A0A0G0MVR5	foldmason	time	0.17
A0A0G0MVR5	foldmason_refine100	lddt	0.605259
A0A0G0MVR5	foldmason_refine100	lddt_columns	181/192
A0A0G0MVR5	foldmason_refine100	time	2.91
A0A0G0MVR5	mafft	lddt	0.469829
A0A0G0MVR5	mafft	lddt_columns	197/244
A0A0G0MVR5	mafft	time	0.64
A0A0G0MVR5	matt	lddt	0.227311
A0A0G0MVR5	matt	lddt_columns	194/478
A0A0G0MVR5	matt	time	75.27
A0A0G0MVR5	mtmalign	lddt	0.290262
A0A0G0MVR5	mtmalign	lddt_columns	187/408
A0A0G0MVR5	mtmalign	time	15.30
A0A0G0MVR5	muscle	lddt	0.490233
A0A0G0MVR5	muscle	lddt_columns	170/225
A0A0G0MVR5	muscle	time	1.50
A0A0G0MVR5	mustang	lddt	0.378942
A0A0G0MVR5	mustang	lddt_columns	173/302
A0A0G0MVR5	mustang	time	31.23
A0A0G0MVR5	usalign	lddt	0.390134
A0A0G0MVR5	usalign	lddt_columns	195/310
A0A0G0MVR5	usalign	time	5.83
A0A0Q9LYH2	3dcoffee	lddt	0.717711
A0A0Q9LYH2	3dcoffee	lddt_columns	183/194
A0A0Q9LYH2	3dcoffee	time	309.84
A0A0Q9LYH2	caretta	lddt	0.733115
A0A0Q9LYH2	caretta	lddt_columns	184/189
A0A0Q9LYH2	caretta	time	71.75
A0A0Q9LYH2	clustalo	lddt	0.684491
A0A0Q9LYH2	clustalo	lddt_columns	186/199
A0A0Q9LYH2	clustalo	time	0.12
A0A0Q9LYH2	famsa	lddt	0.651054
A0A0Q9LYH2	famsa	lddt_columns	190/205
A0A0Q9LYH2	famsa	time	0.10
A0A0Q9LYH2	foldmason	lddt	0.698652
A0A0Q9LYH2	foldmason	lddt_columns	186/192
A0A0Q9LYH2	foldmason	time	0.32
A0A0Q9LYH2	foldmason_refine100	lddt	0.732530
A0A0Q9LYH2	foldmason_refine100	lddt_columns	185/189
A0A0Q9LYH2	foldmason_refine100	time	3.37
A0A0Q9LYH2	mafft	lddt	0.707826
A0A0Q9LYH2	mafft	lddt_columns	182/193
A0A0Q9LYH2	mafft	time	0.57
A0A0Q9LYH2	matt	lddt	0.578447
A0A0Q9LYH2	matt	lddt_columns	194/241
A0A0Q9LYH2	matt	time	1073.53
A0A0Q9LYH2	mtmalign	lddt	0.524599
A0A0Q9LYH2	mtmalign	lddt_columns	194/266
A0A0Q9LYH2	mtmalign	time	16.07
A0A0Q9LYH2	muscle	lddt	0.670097
A0A0Q9LYH2	muscle	lddt_columns	182/203
A0A0Q9LYH2	muscle	time	1.18
A0A0Q9LYH2	mustang	lddt	0.602435
A0A0Q9LYH2	mustang	lddt_columns	180/229
A0A0Q9LYH2	mustang	time	67.63
A0A0Q9LYH2	usalign	lddt	0.661647
A0A0Q9LYH2	usalign	lddt_columns	190/212
A0A0Q9LYH2	usalign	time	6.52
A0A150M8U2	3dcoffee	lddt	0.609620
A0A150M8U2	3dcoffee	lddt_columns	174/201
A0A150M8U2	3dcoffee	time	285.89
A0A150M8U2	caretta	lddt	0.648895
A0A150M8U2	caretta	lddt_columns	173/185
A0A150M8U2	caretta	time	223.99
A0A150M8U2	clustalo	lddt	0.460592
A0A150M8U2	clustalo	lddt_columns	189/253
A0A150M8U2	clustalo	time	0.24
A0A150M8U2	famsa	lddt	0.653071
A0A150M8U2	famsa	lddt_columns	158/176
A0A150M8U2	famsa	time	0.13
A0A150M8U2	foldmason	lddt	0.634430
A0A150M8U2	foldmason	lddt_columns	162/181
A0A150M8U2	foldmason	time	0.19
A0A150M8U2	foldmason_refine100	lddt	0.653704
A0A150M8U2	foldmason_refine100	lddt_columns	178/180
A0A150M8U2	foldmason_refine100	time	2.94
A0A150M8U2	mafft	lddt	0.542472
A0A150M8U2	mafft	lddt_columns	174/212
A0A150M8U2	mafft	time	0.79
A0A150M8U2	matt	lddt	0.340903
A0A150M8U2	matt	lddt_columns	206/356
A0A150M8U2	matt	time	60.30
A0A150M8U2	mtmalign	lddt	0.389635
A0A150M8U2	mtmalign	lddt_columns	178/315
A0A150M8U2	mtmalign	time	13.83
A0A150M8U2	muscle	lddt	0.528235
A0A150M8U2	muscle	lddt_columns	155/214
A0A150M8U2	muscle	time	1.61
A0A150M8U2	mustang	lddt	0.498018
A0A150M8U2	mustang	lddt_columns	173/244
A0A150M8U2	mustang	time	29.48
A0A150M8U2	usalign	lddt	0.517082
A0A150M8U2	usalign	lddt_columns	191/244
A0A150M8U2	usalign	time	4.87
A0A1B1NTB9	3dcoffee	lddt	0.537126
A0A1B1NTB9	3dcoffee	lddt_columns	203/221
A0A1B1NTB9	3dcoffee	time	299.97
A0A1B1NTB9	caretta	lddt	0.559692
A0A1B1NTB9	caretta	lddt_columns	200/208
A0A1B1NTB9	caretta	time	68.16
A0A1B1NTB9	clustalo	lddt	0.482126
A0A1B1NTB9	clustalo	lddt_columns	187/216
A0A1B1NTB9	clustalo	time	0.13
A0A1B1NTB9	famsa	lddt	0.446850
A0A1B1NTB9	famsa	lddt_columns	182/223
A0A1B1NTB9	famsa	time	0.08
A0A1B1NTB9	foldmason	lddt	0.537326
A0A1B1NTB9	foldmason	lddt_columns	194/205
A0A1B1NTB9	foldmason	time	0.85
A0A1B1NTB9	foldmason_refine100	lddt	0.545766
A0A1B1NTB9	foldmason_refine100	lddt_columns	201/202
A0A1B1NTB9	foldmason_refine100	time	3.28
A0A1B1NTB9	mafft	lddt	0.497609
A0A1B1NTB9	mafft	lddt_columns	192/212
A0A1B1NTB9	mafft	time	0.65
A0A1B1NTB9	matt	lddt	0.397602
A0A1B1NTB9	matt	lddt_columns	237/310
A0A1B1NTB9	matt	time	58.71
A0A1B1NTB9	mtmalign	lddt	0.402062
A0A1B1NTB9	mtmalign	lddt_columns	237/312
A0A1B1NTB9	mtmalign	time	14.72
A0A1B1NTB9	muscle	lddt	0.423535
A0A1B1NTB9	muscle	lddt_columns	202/245
A0A1B1NTB9	muscle	time	1.47
A0A1B1NTB9	mustang	lddt	0.463019
A0A1B1NTB9	mustang	lddt_columns	210/256
A0A1B1NTB9	mustang	time	31.68
A0A1B1NTB9	usalign	lddt	0.494487
A0A1B1NTB9	usalign	lddt_columns	209/247
A0A1B1NTB9	usalign	time	5.84
A0A1F6CR99	3dcoffee	lddt	0.623702
A0A1F6CR99	3dcoffee	lddt_columns	180/207
A0A1F6CR99	3dcoffee	time	287.35
A0A1F6CR99	caretta	lddt	0.598034
A0A1F6CR99	caretta	lddt_columns	172/208
A0A1F6CR99	caretta	time	72.01
A0A1F6CR99	clustalo	lddt	0.599653
A0A1F6CR99	clustalo	lddt_columns	179/209
A0A1F6CR99	clustalo	time	0.14
A0A1F6CR99	famsa	lddt	0.574200
A0A1F6CR99	famsa	lddt_columns	180/214
A0A1F6CR99	famsa	time	0.08
A0A1F6CR99	foldmason	lddt	0.647899
A0A1F6CR99	foldmason	lddt_columns	183/195
A0A1F6CR99	foldmason	time	0.16
A0A1F6CR99	foldmason_refine100	lddt	0.650955
A0A1F6CR99	foldmason_refine100	lddt_columns	188/195
A0A1F6CR99	foldmason_refine100	time	3.14
A0A1F6CR99	mafft	lddt	0.557708
A0A1F6CR99	mafft	lddt_columns	197/227
A0A1F6CR99	mafft	time	0.51
A0A1F6CR99	matt	lddt	0.396777
A0A1F6CR99	matt	lddt_columns	210/327
A0A1F6CR99	matt	time	890.05
A0A1F6CR99	mtmalign	lddt	0.407528
A0A1F6CR99	mtmalign	lddt_columns	201/320
A0A1F6CR99	mtmalign	time	16.53
A0A1F6CR99	muscle	lddt	0.554639
A0A1F6CR99	muscle	lddt_columns	176/222
A0A1F6CR99	muscle	time	1.29
A0A1F6CR99	mustang	lddt	0.453505
